"model","term","estimate","std_error","z_value","odds_ratio","p_raw","p_fdr","significant_raw_0.05","significant_fdr_0.05"
"model2_device_stimulation","(Intercept)",-3.00302603107993,0.199235317858464,-15.0727595054872,0.049636638868563,2.4467619645271e-51,1.46805717871626e-50,TRUE,TRUE
"model2_device_stimulation","wakeThresh_logz",-0.337041431203975,0.470918417589399,-0.715710871809321,0.713879262412675,0.474169896347539,0.68822172335419,FALSE,FALSE
"model2_device_stimulation","highestVol_logz",0.0310780785204481,0.123400119857537,0.251848041609095,1.03156604389271,0.801158522001824,0.801158522001824,FALSE,FALSE
"model2_device_stimulation","cue_notice1",2.68613814688412,0.279089000894416,9.62466502898954,14.6748940640515,6.29115650723898e-22,1.88734695217169e-21,TRUE,TRUE
"model2_device_stimulation","cued_night1",-0.64895335236929,0.278453648783375,-2.33056149633775,0.522592460779245,0.0197764937746155,0.039552987549231,TRUE,TRUE
"model2_device_stimulation","had_arousal1",0.209180393105159,0.37162665797829,0.56287779311402,1.23266734316459,0.573518102795159,0.68822172335419,FALSE,FALSE
