"model","term","estimate","std_error","z_value","odds_ratio","p_raw","p_fdr","significant_raw_0.05","significant_fdr_0.05"
"model3_fitbit_stim_motion_cued","(Intercept)",-2.02438305152846,0.402151001858119,-5.03388787339804,0.13207530171291,4.80630865399383e-07,9.61261730798765e-07,TRUE,TRUE
"model3_fitbit_stim_motion_cued","fitbit_stim_motion_logz",0.00182461099124928,0.405524087150335,0.00449938992297852,1.00182627660676,0.99641001836033,0.99641001836033,FALSE,FALSE
